altitude,xaccel,yaccel,zaccel,elevator,aileron,rudder
1000.000003863126,0.0013738184351103047,3.8990977775847496e-05,32.081548244156686,0.6,0.5,-1.0
999.990160509944,0.013000829729883314,0.000118971804202005,32.058025247353015,-0.7,1.0,0.4
999.9723435975611,0.03207686602258828,0.000242824785059958,32.013162259141026,1.0,0.5,0.3
999.9456339068711,0.0734503238495396,0.0004950206157143546,31.939746601040277,-0.9,0.4,0.8
999.9100523032248,0.10280280428351503,0.0008936930928625779,31.855314397361564,0.8,0.8,-0.8
999.8656210154295,0.18050629547324804,0.001679167545214531,31.730103665542583,-0.5,-0.3,-1.0
999.8123770356178,0.2272151943289905,0.002339657530180252,31.60451314319663,1.0,-0.7,-0.3
999.7503522895277,0.3465584796658599,0.0015471296512123045,31.427252764876215,0.2,-0.8,-0.3
999.6795999482274,0.42391890273225563,-0.0009185439370444185,31.257002050082335,0.3,-0.4,0.2
999.6001629382372,0.5402136702702607,-0.004170373332702389,31.053432478966425,-1.0,-0.9,0.8
999.5121004655957,0.5938759588105001,-0.009093948680052566,30.86804904820731,-0.1,0.7,-0.9
999.4154595285654,0.7833904052171959,-0.011363140980669267,30.601468156665803,0.5,-0.2,-0.8
999.3103224299848,0.9829094899185795,-0.011052595663217788,30.320735149742326,0.9,-1.0,0.3
999.1967632621527,1.199160159339001,-0.021014094684000697,30.02377397607722,0.7,0.4,-0.3
999.074864063412,1.3901198177033833,-0.028123412065728912,29.73269096003258,-0.9,0.2,-0.4
998.9447027556598,1.4268965694670461,-0.025134610503624682,29.51065742125973,0.2,-0.7,0.6
998.8063326738775,1.7884185277326716,-0.03324957443971407,29.1130632544996,-0.1,-0.5,0.6
998.6598848924041,2.002667209580808,-0.05181180691178128,28.789749242726025,0.6,0.1,-0.5
998.5054306648672,2.382459437190155,-0.061929680371977644,28.377784761702845,-0.6,0.2,-0.1
998.3430950604379,2.478789075936233,-0.06059834321324706,28.110873938162754,-0.6,0.0,0.5
998.1729297861457,2.773215284508027,-0.05820934039427038,27.73118641616432,-0.7,0.4,0.9
997.9950568526983,3.063956875931647,-0.04651352956473578,27.351245806531583,-0.2,1.0,-1.0
997.80957313627,3.5208638672071215,-0.005861369255542256,26.884015351550474,0.4,-1.0,1.0
997.6166134737432,4.045878766029122,-0.005939781618615659,26.388901624400066,-0.5,0.7,-0.3
997.4163083732128,4.225429964557433,-0.013222943286930902,26.083278296362064,0.7,1.0,0.6
997.2087151519954,4.978999145940084,0.06049838861873158,25.465656875800192,0.0,0.7,0.7
996.9940398000181,5.273004202663348,0.14848204290824119,25.114804088765304,-1.0,-0.1,-0.6
996.7723274230957,5.395240554540765,0.184245304015901,24.847321820242584,-0.3,-0.3,0.5
996.5436480678618,6.095684810591663,0.1664126275756395,24.24856185340561,0.6,0.7,-0.7
996.3081960119307,6.931213471317186,0.1945042145386291,23.596006720368266,-0.6,-0.2,-0.2
996.0661263056099,7.050366654167695,0.2247170113349495,23.36479034989096,0.6,1.0,-0.4
995.8174419812858,8.07400746802202,0.28297238010696346,22.60087271174143,-0.4,-0.1,0.5
995.5624098964036,8.288509066481048,0.3571113797533203,22.333694236134317,-0.5,-0.1,0.3
995.3010082133114,8.818020465306471,0.3509272762561052,21.859560085658504,-0.9,0.1,-0.1
995.0333915166557,9.196890438240283,0.35512049849442456,21.472593849726245,0.6,0.7,-0.7
994.7596263773739,10.518280363897656,0.4246149073564086,20.5148825208799,0.0,0.0,0.3
994.4800037182868,10.968111799943868,0.49168941004645905,20.140957017736227,1.0,0.2,0.2
994.1945068649948,12.164521588327197,0.5187848591224375,19.29002988066805,0.1,0.5,-1.0
993.9033989645541,12.524206752368213,0.5870501766789963,19.001710184473968,-0.2,0.8,-0.1
993.6066400110722,13.087329452970618,0.7282566656037583,18.547737700820463,0.7,0.8,0.1
993.3043528348207,14.319470626890919,0.9317643201777603,17.642676453479172,0.5,0.4,0.8
992.9967612326145,15.051885013672559,1.1054875426232065,17.107913001935394,0.9,0.6,0.4
992.6838922984898,16.121494424671305,1.2620911279023546,16.330030916782178,-1.0,-0.9,-0.9
992.3659237064421,15.778923884948385,1.1857098714583016,16.549508912342397,0.3,-0.8,1.0
992.0426436029375,17.305747864393442,0.8891939939880038,15.330440910039691,-0.1,0.2,-0.6
991.7144787944853,17.881299420904153,0.7807246559907064,14.87461940234181,0.4,0.2,0.2
991.3813385665417,18.99889629620838,0.8198408734149216,13.980339019485072,0.8,0.5,0.7
991.0434401035309,20.131839996544915,0.954539372070923,13.090705824383196,-0.3,-0.9,-0.7
990.7008916251361,20.29411910176218,0.8487352700134791,12.97654482285828,0.9,-0.5,0.8
990.3535667806864,21.90088807005275,0.539731508386118,11.610276525227032,-0.2,0.0,-1.0
990.0018418133259,22.07326146585323,0.4095660134804668,11.498687043034295,0.9,-0.1,0.9
989.6454787924886,23.63783287503355,0.3597770499378312,10.097993167206617,0.1,-1.0,-0.4
989.2848611064255,24.027884015634918,0.10988614167354932,9.791787203339872,0.2,-0.9,0.3
988.9197939559817,24.910664256078597,-0.3563579974749925,8.957496126156936,0.9,0.7,-1.0
988.5504438504577,26.249614013582697,-0.44030982442939015,7.673379451314538,-0.7,0.9,-1.0
988.1769816875458,25.92404421932992,-0.1333726723418474,8.018440073569696,-1.0,0.4,-0.4
987.7990492507815,26.245354661270788,0.11763560280503435,7.544561170520762,0.2,0.3,0.1
987.4167837761343,27.782810148991917,0.26264161724678314,5.769600202087041,0.7,0.2,-1.0
987.0305187813938,28.95135541617011,0.3151174701448064,4.486249859495011,0.8,-0.2,0.9
986.6402758173645,29.90993375943801,0.2776998607746538,3.441067089225477,0.9,0.2,0.2
986.2461039237678,30.871852555198448,0.3228364472955413,2.351706207365762,-0.5,0.8,0.0
985.8480634652078,30.61423449864676,0.6163374088311946,2.6614592044861602,-1.0,-0.6,-0.3
985.4458123631775,30.675369225780166,0.6052821994599904,2.3760864221771847,0.3,0.6,0.5
985.0393820889294,32.16445432674957,0.5726767903281564,0.1808213966740766,-0.5,1.0,1.0
984.6291915141046,32.17635893608907,1.1868935419364672,0.06716154503150662,-0.2,-0.2,-0.6
984.2148499004543,32.89573168772867,1.4080508827298694,-1.1719302529742812,-0.5,-1.0,0.9
983.796609390527,33.146627235518395,0.9367556835673894,-1.7227224129447123,0.4,0.3,0.8
983.3743167370558,34.30165786356714,0.7907406982536576,-3.7129582684055435,-0.5,-0.4,-0.3
982.9483138471842,34.19774991305698,0.7433396604400085,-3.6551884178803675,-0.2,-0.3,-0.1
982.5181868337095,34.81171927388838,0.3714035780290561,-4.9613897007617425,0.2,1.0,0.1
982.084195356816,35.55584705071416,0.5869447761501353,-6.483033060914121,-0.1,-0.5,-0.8
981.6463931016624,35.83865435902578,0.6179239191926208,-7.167453531467551,-0.4,0.3,-1.0
981.2046298421919,35.98419989533519,0.23957206409331416,-7.712034989894693,-1.0,0.7,0.0
980.7588389739394,35.75123046646639,0.45238581275351625,-7.666027566328594,0.5,0.5,0.7
980.3088085874915,36.958940598307166,0.9490867145991627,-10.759086453904686,0.0,-0.6,-0.1
979.8551786653697,37.12202717985636,0.884909444368198,-11.247145826446115,-0.8,0.4,0.8
979.3974908255041,36.81695079700076,0.821340607014921,-10.892911744774665,0.1,-0.7,-0.1
978.9355259947479,37.510338714312624,0.6790778656583105,-13.24366981663708,0.0,-0.2,0.6
978.4697607159615,37.75621949949085,0.27319521507322453,-14.178783408304152,0.6,0.4,0.8
977.9999315626919,38.36772489938629,0.5261103417865277,-16.241783698464968,-0.9,-1.0,0.9
977.5263014547527,37.49178726933657,0.4764443046389041,-14.98130670146081,0.1,0.5,-1.0
977.0481503307819,37.93421909047692,0.1292269301251726,-17.648058602626573,0.0,0.6,-0.9
976.5662546865642,38.07982424320102,0.18633294845748927,-18.555872461683947,0.4,0.5,0.9
976.0802724994719,38.3855113277165,0.612650447673124,-20.36165495893843,0.8,0.3,0.2
975.5904076509178,38.762176080631974,1.1038357838421113,-22.37249122508591,-0.3,-0.7,0.6
975.0967225208879,38.61116878566993,0.9552054164562818,-21.472251820985097,0.3,-0.3,-0.5
974.5985771417618,38.75407201721834,0.34057432426063794,-23.59545820125233,0.9,-0.6,-0.2
974.0964601971209,39.472472932632684,-0.39712409971472173,-26.684910159873503,0.3,0.4,-0.7
973.5904900729656,40.080214674370254,-0.7935748711179363,-27.9044635352079,0.6,-1.0,-0.4
973.0803490206599,40.65191187493252,-1.4703491875134391,-30.790357330151434,0.1,0.0,0.8
972.5664019659162,41.0688464730624,-1.8841330497101616,-32.10265941338244,-0.5,-0.6,0.4
972.0483539402485,41.25563387340901,-1.8563338433625276,-32.65569069703707,-0.5,0.4,-0.9
971.5260225944221,41.269092209871076,-2.1128913491683816,-34.35796963519047,0.9,0.6,1.0
970.9996042437851,41.20311351475168,-1.5812537558433568,-39.806036751958366,-0.1,0.0,-0.1
970.4700424298644,41.544592388421634,-1.0174156948870716,-40.203903764754145,-0.7,0.7,0.7
969.9365224614739,41.56042085486392,-0.5053010680738057,-40.57557229837545,-0.3,-0.7,-0.4
969.399077590555,41.1347733607051,-0.5081708596169737,-43.439548475729396,0.1,-0.1,-0.6
968.8582655414939,40.72426221739079,-1.3526510221600345,-46.74805686646843,0.8,0.6,-0.4
968.3144278414547,40.1644396206441,-1.5299324765017404,-51.296677844906284,-0.3,0.8,0.4
967.7682215422392,40.49102391169758,-0.8916253842795134,-51.384275537501,-0.2,0.9,0.0
967.218937292695,39.372913005132546,-0.03450065330917751,-54.12281591080162,-1.0,0.3,-0.7
966.667418397963,37.734251141990434,0.06150561205772298,-50.932264917892226,-0.7,0.0,0.8
966.1131796129048,35.26921761188045,0.06624827250743359,-46.80213114836279,0.7,-1.0,-1.0
965.5562013909221,32.17869524977587,-0.6769411551933017,-46.72205950610821,-0.4,-0.8,-0.2
964.9972184933722,32.006312215244094,-2.1263445623021626,-40.43923509392233,0.0,0.2,0.8
964.4343828260899,30.37843386700671,-2.135877448463776,-38.09111588531101,-0.3,0.5,-0.5
963.8682598844171,29.846314057200495,-1.7236292845218213,-33.97844887280763,-1.0,0.2,0.9
963.2978947944939,30.01916744782589,-1.2534612958453133,-28.20833941767689,0.7,-0.8,-0.9
962.7223857231438,27.206863141758465,-1.590107667080069,-30.311300667109485,0.1,0.6,0.0
962.1434462442994,27.50721720829543,-2.1813508929083776,-26.864699155573206,-0.9,0.1,-0.5
961.5594114586711,28.59976006597178,-2.183487186377287,-20.923587369586837,0.7,1.0,0.5
960.9693226292729,25.9848385993428,-1.722662599736158,-23.511818618269213,-0.5,0.2,0.9
960.3750781007111,27.52784888604734,-0.40011050259681624,-18.15814975053428,-0.1,-0.7,0.1
959.7742842920125,26.695416734048553,-0.049477131674967145,-17.280348777020198,0.6,-0.3,-0.4
959.1679711602628,25.512135761563233,-0.712715564050814,-18.16675239953304,-1.0,-0.2,-0.2
958.5563546828926,28.05726327307424,-1.339698263648764,-11.063445996011879,-0.9,-0.7,0.0
957.9370853044093,27.838340057417607,-1.8676717852189553,-8.415341507943698,-0.3,0.6,0.2
957.311051286757,26.71576552793444,-1.7522236146634427,-8.506921732555117,0.0,0.9,-0.4
956.6786736026406,26.1252256639,-1.2121931897946983,-8.598020201189946,0.8,0.4,0.4
956.0399642400444,24.756866129519146,-0.5985643385141673,-11.179783000058407,1.0,-0.6,-0.8
955.3957030624151,24.35407901821254,-1.0007421651043842,-12.680513436305137,-0.9,0.4,0.9
954.7456741929054,27.859621287304375,-0.9791924807908582,-5.008706730660373,-0.2,-0.9,0.2
954.0872955620289,26.430566283499818,-0.31712422587801326,-5.766163166521155,-0.3,-1.0,-0.2
953.4225910380483,26.63376509258762,-1.2358153364545734,-4.288543214906404,-0.4,-1.0,0.3
952.7506577260792,26.848063010842967,-2.117227861436815,-2.697980829180331,-0.1,0.7,-0.3
952.0715065971017,26.182312664138895,-2.232234832772226,-3.1131854991221335,0.5,0.8,0.2
951.3856343962252,24.953539744301484,-1.4780974571871117,-5.576608621372394,-0.6,0.5,-0.5
950.6936420090497,27.293569899783176,-1.0341757998559744,-0.7559013606221416,-0.4,0.1,-0.1
949.993599858135,26.854627998339392,-1.204912451718777,-0.22039494653127356,-1.0,0.6,-0.6
949.2866203598678,28.30929080312029,-1.4209806375113632,4.175811951787027,-0.7,-0.6,0.4
948.5714398175478,27.634939987185454,-1.4962447568219883,4.6753145772657945,-0.7,0.9,-0.7
947.8490861393511,27.654488383029747,-1.511418002204943,5.833699740882439,-0.3,-0.3,-0.3
