altitude,xaccel,yaccel,zaccel,elevator,aileron,rudder
1000.000003863126,0.0013738184351103047,3.8990977775847496e-05,32.081548244156686,-0.9,0.9,-0.7
999.990160509944,0.011274152826522898,0.00012107302090693964,32.05888691223669,1.0,-0.9,1.0
999.9723433479667,0.0373423333123782,0.00019589200759845268,32.01052839711021,0.5,-0.8,-0.3
999.9456343837082,0.07066349612829922,0.000116194347604018,31.94116767016164,-0.4,-0.7,0.3
999.9100525826216,0.10834918100413637,-0.0002179304651629705,31.85258641296817,-0.3,-0.1,0.7
999.8656224161386,0.16448532077820127,-0.00064930689536581,31.7381408726005,0.9,-0.2,-0.4
999.8123761713505,0.2561252932180559,-0.0010899916112471482,31.590064217707145,-0.5,0.8,0.3
999.7503558211029,0.3058782061527066,-0.000647210096548453,31.44776308298277,-0.7,-0.9,0.1
999.679597645998,0.3886813774156752,-0.0009653289838781598,31.27375769468413,-0.4,0.1,-0.3
999.6001524962485,0.5048664206573816,-0.0029919915663850194,31.069040571240667,0.5,-0.3,0.7
999.5120777077973,0.6733049335557049,-0.004054910804752497,30.82583684945254,-0.3,0.5,-0.9
999.4154420308769,0.7681063116329662,-0.0037557959642238845,30.60846345843968,0.2,-0.4,-0.9
999.3103001005948,0.9592592278744374,-0.004529961642853194,30.33128394584011,-0.8,0.5,0.5
999.1967352442443,1.0420218699589483,-0.004318213791961792,30.099076756988143,-0.9,-0.6,-1.0
999.0748031288385,1.2052587368016443,-0.006076572257448438,29.814692158846572,0.4,0.5,0.2
998.9445893466473,1.5516774891100593,-0.00797517207799661,29.430833254956358,0.1,-0.1,0.5
998.8062070161104,1.7540001148889515,-0.0029140790443333725,29.118298304200664,-0.1,0.3,-0.8
998.6597285568714,1.9775855036405088,-0.0002465046987978176,28.788881387521798,-1.0,-0.8,0.3
998.50524886325,2.08613717330815,-0.009764878854403072,28.511502798422548,-0.6,-0.4,0.3
998.3428367599845,2.4213553822093448,-0.03330431946438221,28.108988084466727,-0.3,-0.4,0.1
998.1726179085672,2.776612461649687,-0.053109827940759705,27.6969456230177,-0.1,-0.9,0.9
997.9946987852454,3.1476606564701513,-0.08839710599925282,27.278600926245108,0.2,-0.7,0.2
997.8091920912266,3.5726404249127004,-0.1380181207628275,26.83511351927577,0.6,-0.5,0.9
997.6162189170718,4.060545521713458,-0.18143818013955676,26.364361758238417,0.3,1.0,-0.7
997.4159060567617,4.422534642840529,-0.16838324703600072,25.9668577411157,0.3,-0.4,0.5
997.2083482630551,4.872590985766089,-0.15041181062870193,25.522607457024485,-0.6,0.9,-0.9
996.9936699606478,5.057777854264216,-0.1323181295613118,25.221682023609688,-0.2,0.2,0.6
996.7719296552241,5.643839397096449,-0.08026556507613493,24.692941848160107,-0.4,0.6,-0.1
996.5432957783341,6.058746744375167,-0.03276693336723042,24.268443233838475,0.7,0.2,-0.6
996.3078531585634,6.962429432335128,0.012642757048674264,23.576947454619,-0.1,0.0,0.1
996.0658110417426,7.2668534505432225,0.023987297263500094,23.246881904325967,-0.8,0.7,-0.5
995.8171944990754,7.519090520629301,0.07410418993994929,22.930885154806404,-0.1,-1.0,1.0
