altitude,xaccel,yaccel,zaccel,elevator,aileron,rudder
1000.000003863126,0.0013738184351103047,3.8990977775847496e-05,32.081548244156686,-0.7,-1.0,0.1
999.990160509944,0.011518333109654656,0.00011195258695805523,32.05876506190892,-0.3,-1.0,-0.5
999.9723433852196,0.03341480532869122,0.00012660231161595444,32.01248532972124,-0.9,-1.0,0.7
999.9456338062882,0.06172906818950019,-2.8222437267500666e-05,31.945564815295917,-0.6,-0.1,-0.1
999.9100501835346,0.10578567690505666,-0.0003123327022436181,31.85365657162918,-0.7,1.0,0.0
999.865618377924,0.15732660372655322,-5.670767309237711e-05,31.74136529517296,-0.8,0.3,0.5
999.8123692795634,0.21898336172692492,0.0008871490377926864,31.60783797264071,-0.8,-0.2,0.0
999.7503400295973,0.29385683898010045,0.0012791749947844353,31.452115632250656,0.4,0.2,-1.0
999.6795739792287,0.4257090487172509,0.0014470963163628276,31.253409244899174,0.4,0.7,-0.5
999.6001283600926,0.5388877525977974,0.003614152711610564,31.051084205407562,-0.4,-0.2,0.0
999.5120564103127,0.6235190178750263,0.005639896988740067,30.850160247290503,0.3,0.0,0.7
999.4154125489295,0.804323014156952,0.005869111709217482,30.58877872519905,-0.3,-0.1,-0.2
999.3102746121585,0.9186324570914497,0.006210544271009838,30.35075260357261,0.6,-0.2,-1.0
999.1967020891607,1.1661572343636228,0.004036301580209385,30.03579966590452,0.8,-0.6,0.2
999.0747904144228,1.3890007775188773,-0.0031824662460006427,29.727533867379954,0.7,0.2,-0.7
998.9446191862226,1.606922536869472,-0.008192102731089852,29.415875473104386,-0.3,0.2,0.1
998.8062740005553,1.7268258371113,-0.004734612684563,29.147112866618127,0.6,-0.1,0.7
998.6598231866956,2.1014927837903503,-0.0027974969289809074,28.741023008099493,-0.8,-0.5,-0.1
998.505394462496,2.159507942126423,-0.012760556655628072,28.495340872972175,-0.8,0.5,-0.5
998.3430300615728,2.4264859296885324,-0.01442233331359828,28.13036791174756,-0.9,0.5,0.0
998.1728498525918,2.6903574178900027,0.006938103225680935,27.763451080406604,-0.5,0.0,0.5
997.9949475973845,3.084027411014573,0.0217541260726806,27.327066548965448,0.7,-0.9,-0.6
997.809448428452,3.7020822634862816,-0.004871180648786897,26.77996664014763,-0.6,0.3,0.9
997.6165078468621,3.788106113222446,-0.023703496677429707,26.522862993601223,-1.0,0.2,0.2
997.4161557219923,4.045652145906576,-0.002041946038708753,26.159944433569596,0.9,0.9,0.3
997.2085133902729,4.980997895310707,0.04682837764042799,25.43731880854303,-0.3,0.2,1.0
996.9938068166375,5.124009263902335,0.10527997998731742,25.168668560462827,-0.4,0.8,0.1
996.7720361836255,5.5485891293112894,0.1658318512488356,24.73210434602884,-0.1,-0.4,0.5
996.54335315153,6.138967666524603,0.19491789719201852,24.207339733458433,1.0,-0.3,0.5
996.3078933097422,7.047923060530632,0.16190043275441446,23.520635577177565,-1.0,0.5,0.0
996.0658436566591,6.877978055969482,0.1820608402421089,23.45902797059947,-0.4,0.1,-0.7
995.8171353898942,7.634001481981576,0.2215251192386705,22.83177369465602,0.9,-0.2,-0.6
995.5620146915317,8.747025481833218,0.2036941395740271,22.02442034588787,-0.3,1.0,0.9
995.3006722740829,8.912970571698438,0.2774622064498147,21.803704686102964,-0.7,0.4,1.0
995.0330778062344,9.313730308698345,0.4247786226587403,21.41221782754264,0.9,0.5,0.3
994.7593621462584,10.688943802085515,0.5270930729089806,20.431499989236748,-0.5,-0.4,-0.6
994.4798116087914,10.744727703607943,0.5322920025687025,20.30661015383802,0.1,0.0,0.3
994.1943169981241,11.721277243716584,0.48227298246917355,19.5666381993736,-0.1,0.2,-0.5
993.9031442292035,12.33395380666953,0.4995438105965805,19.080841157657314,-0.1,0.0,0.9
993.6063320301473,13.04975318500059,0.5262209511912762,18.52102338384936,-0.9,-0.7,0.2
993.3040068224072,13.261673388964526,0.4458730984665233,18.28759106710784,0.1,0.3,0.5
992.9961574301124,14.541605989227921,0.39688662578838435,17.304497531234066,0.0,0.4,-0.9
992.6830791458488,15.26553726101096,0.48332563703012565,16.74785000645878,0.6,0.9,0.9
992.3647860623896,16.40850114356443,0.6758565828932755,15.891683107837196,-0.4,0.0,0.6
992.0414812155068,16.62168532158573,0.8439894918359939,15.716658976441128,0.6,0.6,0.0
991.7130716145039,18.02631418430061,0.9433443738126059,14.61507818647948,-0.4,-1.0,-0.9
991.3798795379698,18.229001460986154,0.823356143171539,14.457052149829657,0.5,-0.4,0.3
991.041746225208,19.604652162655174,0.523778980261203,13.336936407836479,-0.2,0.4,-0.8
990.6989966444671,20.001876518182144,0.4942476539650863,13.024940276745092,-0.3,-0.5,0.8
990.3515081256628,20.692524245137474,0.45507613283060516,12.416886959602135,1.0,0.5,-0.4
